,Unnamed: 0,hourBeginning,Actual_MW,zone,zone_short,load_type,zone_loadtype,WT_Fcst_MW,QA_Fcst_MW
3136,3136,2020-06-07 15:00:00-04:00,352.859,4004,CT,CI,CT_CI,390.35,443.049260522815
3137,3137,2020-06-07 16:00:00-04:00,359.429,4004,CT,CI,CT_CI,396.79,444.063012156945
3138,3138,2020-06-07 17:00:00-04:00,366.068,4004,CT,CI,CT_CI,407.26,438.834947161237
3139,3139,2020-06-07 18:00:00-04:00,361.766,4004,CT,CI,CT_CI,405.52,432.5918836630421
3140,3140,2020-06-07 19:00:00-04:00,352.171,4004,CT,CI,CT_CI,397.12,424.34065712274
3141,3141,2020-06-07 20:00:00-04:00,356.889,4004,CT,CI,CT_CI,386.94,419.080777553792
3142,3142,2020-06-07 11:00:00-04:00,339.124,4004,CT,CI,CT_CI,365.25,419.76764837534495
3143,3143,2020-06-07 21:00:00-04:00,339.177,4004,CT,CI,CT_CI,369.37,421.999931303657
3144,3144,2020-06-08 21:00:00-04:00,427.045,4004,CT,CI,CT_CI,435.88,513.710070031491
3145,3145,2020-06-08 01:00:00-04:00,322.174,4004,CT,CI,CT_CI,325.21,398.96857404749295
3146,3146,2020-06-08 20:00:00-04:00,462.71,4004,CT,CI,CT_CI,505.57,531.6070339724939
3147,3147,2020-06-08 19:00:00-04:00,464.002,4004,CT,CI,CT_CI,504.92,561.646250466185
3148,3148,2020-06-08 18:00:00-04:00,498.714,4004,CT,CI,CT_CI,541.69,602.068240040144
3149,3149,2020-06-08 17:00:00-04:00,523.577,4004,CT,CI,CT_CI,564.21,638.462265433969
3150,3150,2020-06-08 16:00:00-04:00,529.401,4004,CT,CI,CT_CI,572.65,664.494873733113
3151,3151,2020-06-08 15:00:00-04:00,533.27,4004,CT,CI,CT_CI,585.35,685.140556306441
3152,3152,2020-06-08 14:00:00-04:00,530.994,4004,CT,CI,CT_CI,590.92,693.525154986245
3153,3153,2020-06-08 13:00:00-04:00,526.265,4004,CT,CI,CT_CI,598.25,700.229042069538
3154,3154,2020-06-08 12:00:00-04:00,516.465,4004,CT,CI,CT_CI,586.55,691.2855526625981
3155,3155,2020-06-08 11:00:00-04:00,508.885,4004,CT,CI,CT_CI,570.73,677.8417685847639
3156,3156,2020-06-08 10:00:00-04:00,505.307,4004,CT,CI,CT_CI,550.7,650.2344995156739
3157,3157,2020-06-08 09:00:00-04:00,485.42,4004,CT,CI,CT_CI,536.89,605.465601660477
3158,3158,2020-06-08 08:00:00-04:00,463.091,4004,CT,CI,CT_CI,529.6,550.2982195646271
3159,3159,2020-06-08 07:00:00-04:00,429.582,4004,CT,CI,CT_CI,462.61,501.54691279449
3160,3160,2020-06-08 06:00:00-04:00,398.24,4004,CT,CI,CT_CI,428.76,452.25684098656905
3161,3161,2020-06-08 05:00:00-04:00,357.872,4004,CT,CI,CT_CI,379.87,416.18869433243
3162,3162,2020-06-08 04:00:00-04:00,333.202,4004,CT,CI,CT_CI,348.69,400.832789725516
3163,3163,2020-06-08 03:00:00-04:00,329.493,4004,CT,CI,CT_CI,332.99,392.112859331443
3164,3164,2020-06-08 02:00:00-04:00,323.308,4004,CT,CI,CT_CI,324.72,392.433269229306
3165,3165,2020-06-08 00:00:00-04:00,318.014,4004,CT,CI,CT_CI,326.42,413.41562981594
3166,3166,2020-06-08 22:00:00-04:00,394.626,4004,CT,CI,CT_CI,389.88,486.832605233387
3167,3167,2020-06-08 23:00:00-04:00,370.338,4004,CT,CI,CT_CI,372.81,460.235133865924
3168,3168,2020-06-09 21:00:00-04:00,490.919,4004,CT,CI,CT_CI,467.12,530.791213075403
3169,3169,2020-06-09 01:00:00-04:00,366.226,4004,CT,CI,CT_CI,349.91,424.193807971232
3170,3170,2020-06-09 02:00:00-04:00,359.495,4004,CT,CI,CT_CI,348.72,414.513464893484
3171,3171,2020-06-09 03:00:00-04:00,363.203,4004,CT,CI,CT_CI,353.79,412.021191350992
3172,3172,2020-06-09 04:00:00-04:00,363.82,4004,CT,CI,CT_CI,373.42,417.93262918791
3173,3173,2020-06-09 05:00:00-04:00,388.058,4004,CT,CI,CT_CI,400.07,431.981457159232
3174,3174,2020-06-09 06:00:00-04:00,426.166,4004,CT,CI,CT_CI,446.62,466.19909303632807
3175,3175,2020-06-09 07:00:00-04:00,460.409,4004,CT,CI,CT_CI,471.88,514.090941762306
3176,3176,2020-06-09 08:00:00-04:00,500.261,4004,CT,CI,CT_CI,518.99,562.8105675332409
3177,3177,2020-06-09 09:00:00-04:00,525.632,4004,CT,CI,CT_CI,550.0,619.902273410414
3178,3178,2020-06-09 10:00:00-04:00,554.411,4004,CT,CI,CT_CI,578.64,666.1564589335411
3179,3179,2020-06-09 23:00:00-04:00,420.134,4004,CT,CI,CT_CI,388.2,474.36566243941
3180,3180,2020-06-09 11:00:00-04:00,574.348,4004,CT,CI,CT_CI,606.0,694.4313873749269
3181,3181,2020-06-09 13:00:00-04:00,606.033,4004,CT,CI,CT_CI,614.32,715.473231627917
3182,3182,2020-06-09 14:00:00-04:00,621.389,4004,CT,CI,CT_CI,614.36,708.541172047517
3183,3183,2020-06-09 15:00:00-04:00,619.322,4004,CT,CI,CT_CI,601.39,699.482303808965
3184,3184,2020-06-09 16:00:00-04:00,619.869,4004,CT,CI,CT_CI,604.61,681.301961045352
3185,3185,2020-06-09 17:00:00-04:00,606.153,4004,CT,CI,CT_CI,596.69,652.5886483475169
3186,3186,2020-06-09 18:00:00-04:00,569.059,4004,CT,CI,CT_CI,560.09,617.8332728509091
3187,3187,2020-06-09 19:00:00-04:00,526.764,4004,CT,CI,CT_CI,536.03,577.858816684738
3188,3188,2020-06-09 20:00:00-04:00,527.497,4004,CT,CI,CT_CI,530.21,547.682596584452
3189,3189,2020-06-09 00:00:00-04:00,360.68,4004,CT,CI,CT_CI,348.94,442.6506120737821
3190,3190,2020-06-09 12:00:00-04:00,593.063,4004,CT,CI,CT_CI,600.0,707.227455778985
3191,3191,2020-06-09 22:00:00-04:00,451.311,4004,CT,CI,CT_CI,428.98,501.317219231572
3192,3192,2020-06-10 23:00:00-04:00,428.968,4004,CT,CI,CT_CI,420.63,481.311118691914
3193,3193,2020-06-10 00:00:00-04:00,410.61,4004,CT,CI,CT_CI,409.9,452.492869522194
3194,3194,2020-06-10 02:00:00-04:00,399.825,4004,CT,CI,CT_CI,397.0,421.70562599991695
3195,3195,2020-06-10 22:00:00-04:00,456.205,4004,CT,CI,CT_CI,472.33,507.6798458922421
3196,3196,2020-06-10 21:00:00-04:00,495.865,4004,CT,CI,CT_CI,517.11,537.139913296596
3197,3197,2020-06-10 20:00:00-04:00,535.386,4004,CT,CI,CT_CI,545.22,554.88936069304
3198,3198,2020-06-10 19:00:00-04:00,538.69,4004,CT,CI,CT_CI,570.31,588.331901209961
3199,3199,2020-06-10 18:00:00-04:00,580.607,4004,CT,CI,CT_CI,598.41,632.226838059655
3200,3200,2020-06-10 17:00:00-04:00,625.506,4004,CT,CI,CT_CI,645.11,669.869170131154
3201,3201,2020-06-10 16:00:00-04:00,645.968,4004,CT,CI,CT_CI,672.42,699.5439875609881
3202,3202,2020-06-10 15:00:00-04:00,660.383,4004,CT,CI,CT_CI,706.71,718.2078541207819
3203,3203,2020-06-10 14:00:00-04:00,670.85,4004,CT,CI,CT_CI,684.77,725.088772707785
3204,3204,2020-06-10 01:00:00-04:00,410.061,4004,CT,CI,CT_CI,402.71,431.92231422179503
3205,3205,2020-06-10 13:00:00-04:00,654.578,4004,CT,CI,CT_CI,666.59,730.8390646435621
3206,3206,2020-06-10 11:00:00-04:00,613.485,4004,CT,CI,CT_CI,638.38,705.875017717093
3207,3207,2020-06-10 10:00:00-04:00,593.229,4004,CT,CI,CT_CI,623.2,676.736686227862
3208,3208,2020-06-10 09:00:00-04:00,564.086,4004,CT,CI,CT_CI,587.97,629.9114389442619
3209,3209,2020-06-10 08:00:00-04:00,531.74,4004,CT,CI,CT_CI,563.23,571.761359798047
3210,3210,2020-06-10 07:00:00-04:00,495.673,4004,CT,CI,CT_CI,527.1,523.4743391315869
3211,3211,2020-06-10 06:00:00-04:00,461.929,4004,CT,CI,CT_CI,474.35,474.45606230070496
3212,3212,2020-06-10 05:00:00-04:00,424.562,4004,CT,CI,CT_CI,432.65,439.704717018973
3213,3213,2020-06-10 04:00:00-04:00,402.317,4004,CT,CI,CT_CI,405.25,424.708515914921
3214,3214,2020-06-10 03:00:00-04:00,406.1,4004,CT,CI,CT_CI,397.38,418.725928400044
3215,3215,2020-06-10 12:00:00-04:00,638.426,4004,CT,CI,CT_CI,647.17,720.569844935474
3216,3216,2020-06-11 00:00:00-04:00,424.518,4004,CT,CI,CT_CI,409.68,455.99950920865
3217,3217,2020-06-11 22:00:00-04:00,428.243,4004,CT,CI,CT_CI,459.18,509.406594476794
3218,3218,2020-06-11 10:00:00-04:00,632.113,4004,CT,CI,CT_CI,666.83,678.8867095620819
3219,3219,2020-06-11 19:00:00-04:00,492.255,4004,CT,CI,CT_CI,543.78,591.135440844473
3220,3220,2020-06-11 18:00:00-04:00,523.106,4004,CT,CI,CT_CI,560.8,635.750428086553
3221,3221,2020-06-11 17:00:00-04:00,559.913,4004,CT,CI,CT_CI,614.41,674.609393124119
3222,3222,2020-06-11 16:00:00-04:00,587.074,4004,CT,CI,CT_CI,634.38,705.5914051503279
3223,3223,2020-06-11 15:00:00-04:00,609.472,4004,CT,CI,CT_CI,655.25,726.2403951904
3224,3224,2020-06-11 14:00:00-04:00,637.917,4004,CT,CI,CT_CI,678.97,733.921247997299
3225,3225,2020-06-11 13:00:00-04:00,636.512,4004,CT,CI,CT_CI,685.51,740.10274438673
3226,3226,2020-06-11 12:00:00-04:00,629.891,4004,CT,CI,CT_CI,688.42,727.1924817276071
3227,3227,2020-06-11 11:00:00-04:00,633.16,4004,CT,CI,CT_CI,681.29,710.902609853619
3228,3228,2020-06-11 21:00:00-04:00,461.561,4004,CT,CI,CT_CI,508.37,539.957751662385
3229,3229,2020-06-11 20:00:00-04:00,493.594,4004,CT,CI,CT_CI,542.86,557.286334487117
3230,3230,2020-06-11 08:00:00-04:00,575.403,4004,CT,CI,CT_CI,620.94,574.356237616831
3231,3231,2020-06-11 07:00:00-04:00,537.274,4004,CT,CI,CT_CI,570.0,527.944641009672
3232,3232,2020-06-11 06:00:00-04:00,502.012,4004,CT,CI,CT_CI,513.38,483.20213710295104
3233,3233,2020-06-11 05:00:00-04:00,459.696,4004,CT,CI,CT_CI,466.09,447.25674868250593
3234,3234,2020-06-11 04:00:00-04:00,426.752,4004,CT,CI,CT_CI,429.5,431.750019612091
3235,3235,2020-06-11 03:00:00-04:00,427.539,4004,CT,CI,CT_CI,423.23,424.81577511434
3236,3236,2020-06-11 02:00:00-04:00,419.948,4004,CT,CI,CT_CI,393.41,426.76958214228097
3237,3237,2020-06-11 01:00:00-04:00,426.907,4004,CT,CI,CT_CI,400.53,435.867120061545
3238,3238,2020-06-11 23:00:00-04:00,404.046,4004,CT,CI,CT_CI,413.29,483.070323651232
3239,3239,2020-06-11 09:00:00-04:00,608.019,4004,CT,CI,CT_CI,656.07,630.303690576126
3240,3240,2020-06-12 00:00:00-04:00,396.881,4004,CT,CI,CT_CI,406.82,454.304948285048
3241,3241,2020-06-12 21:00:00-04:00,452.713,4004,CT,CI,CT_CI,485.51,529.518157960154
3242,3242,2020-06-12 22:00:00-04:00,414.69,4004,CT,CI,CT_CI,437.68,498.480557087786
3243,3243,2020-06-12 01:00:00-04:00,401.996,4004,CT,CI,CT_CI,399.51,434.567487142177
3244,3244,2020-06-12 02:00:00-04:00,396.131,4004,CT,CI,CT_CI,394.86,424.671175542103
3245,3245,2020-06-12 03:00:00-04:00,404.566,4004,CT,CI,CT_CI,398.61,421.168103320998
3246,3246,2020-06-12 04:00:00-04:00,403.298,4004,CT,CI,CT_CI,396.25,426.401487895192
3247,3247,2020-06-12 05:00:00-04:00,430.49,4004,CT,CI,CT_CI,419.52,439.771711122354
3248,3248,2020-06-12 23:00:00-04:00,382.781,4004,CT,CI,CT_CI,402.11,469.363380051132
3249,3249,2020-06-12 07:00:00-04:00,500.205,4004,CT,CI,CT_CI,505.8,520.605770069041
3250,3250,2020-06-12 08:00:00-04:00,539.391,4004,CT,CI,CT_CI,533.85,569.321251192272
3251,3251,2020-06-12 09:00:00-04:00,567.678,4004,CT,CI,CT_CI,554.92,624.9344563462369
3252,3252,2020-06-12 10:00:00-04:00,592.916,4004,CT,CI,CT_CI,584.72,674.3183513949169
3253,3253,2020-06-12 06:00:00-04:00,467.152,4004,CT,CI,CT_CI,463.14,473.009954108899
3254,3254,2020-06-12 12:00:00-04:00,615.632,4004,CT,CI,CT_CI,581.39,719.099861493995
3255,3255,2020-06-12 13:00:00-04:00,621.968,4004,CT,CI,CT_CI,592.23,726.0513443041119
3256,3256,2020-06-12 14:00:00-04:00,626.348,4004,CT,CI,CT_CI,616.76,718.4583801182409
3257,3257,2020-06-12 15:00:00-04:00,612.653,4004,CT,CI,CT_CI,626.71,707.7742289423519
3258,3258,2020-06-12 16:00:00-04:00,600.359,4004,CT,CI,CT_CI,639.37,689.228588303581
3259,3259,2020-06-12 17:00:00-04:00,579.495,4004,CT,CI,CT_CI,604.68,660.7704470486159
3260,3260,2020-06-12 18:00:00-04:00,540.285,4004,CT,CI,CT_CI,547.95,620.625198318911
3261,3261,2020-06-12 19:00:00-04:00,497.058,4004,CT,CI,CT_CI,517.54,580.093048838871
3262,3262,2020-06-12 11:00:00-04:00,607.555,4004,CT,CI,CT_CI,581.51,704.203357149023
3263,3263,2020-06-12 20:00:00-04:00,486.461,4004,CT,CI,CT_CI,512.61,548.389506285938
3264,3264,2020-06-13 15:00:00-04:00,382.878,4004,CT,CI,CT_CI,370.58,472.532034660739
3265,3265,2020-06-13 16:00:00-04:00,397.683,4004,CT,CI,CT_CI,366.31,466.648068926493
3266,3266,2020-06-13 17:00:00-04:00,397.215,4004,CT,CI,CT_CI,377.69,465.782386037188
3267,3267,2020-06-13 18:00:00-04:00,390.349,4004,CT,CI,CT_CI,377.54,461.23149374512
3268,3268,2020-06-13 22:00:00-04:00,340.814,4004,CT,CI,CT_CI,342.66,430.358775835079
3269,3269,2020-06-13 20:00:00-04:00,376.886,4004,CT,CI,CT_CI,370.58,441.323265105599
3270,3270,2020-06-13 21:00:00-04:00,364.105,4004,CT,CI,CT_CI,362.28,440.296294002305
3271,3271,2020-06-13 23:00:00-04:00,324.931,4004,CT,CI,CT_CI,322.61,408.918154018359
3272,3272,2020-06-13 19:00:00-04:00,380.234,4004,CT,CI,CT_CI,361.81,445.4076375653841
3273,3273,2020-06-13 13:00:00-04:00,374.994,4004,CT,CI,CT_CI,374.04,486.03503179324
3274,3274,2020-06-13 14:00:00-04:00,373.336,4004,CT,CI,CT_CI,369.35,479.625212826166
3275,3275,2020-06-13 11:00:00-04:00,372.035,4004,CT,CI,CT_CI,350.56,477.624497925881
3276,3276,2020-06-13 12:00:00-04:00,373.354,4004,CT,CI,CT_CI,352.25,488.743622145673
3277,3277,2020-06-13 00:00:00-04:00,368.586,4004,CT,CI,CT_CI,363.94,429.8625757630341
3278,3278,2020-06-13 01:00:00-04:00,367.726,4004,CT,CI,CT_CI,359.62,409.461664431762
3279,3279,2020-06-13 03:00:00-04:00,357.684,4004,CT,CI,CT_CI,350.91,391.863350485674
3280,3280,2020-06-13 04:00:00-04:00,348.44,4004,CT,CI,CT_CI,352.64,388.9668911928
3281,3281,2020-06-13 02:00:00-04:00,360.562,4004,CT,CI,CT_CI,354.35,397.755449689761
3282,3282,2020-06-13 06:00:00-04:00,356.729,4004,CT,CI,CT_CI,339.06,391.730930490356
3283,3283,2020-06-13 07:00:00-04:00,363.952,4004,CT,CI,CT_CI,343.06,405.766918678937
3284,3284,2020-06-13 08:00:00-04:00,362.292,4004,CT,CI,CT_CI,346.62,412.679132444335
3285,3285,2020-06-13 09:00:00-04:00,369.322,4004,CT,CI,CT_CI,358.66,434.377516914273
3286,3286,2020-06-13 05:00:00-04:00,347.301,4004,CT,CI,CT_CI,345.53,384.38668632756
3287,3287,2020-06-13 10:00:00-04:00,367.942,4004,CT,CI,CT_CI,354.95,464.8108267477661
3288,3288,2020-06-14 15:00:00-04:00,345.333,4004,CT,CI,CT_CI,344.94,425.388084137904
3289,3289,2020-06-14 16:00:00-04:00,356.761,4004,CT,CI,CT_CI,354.96,426.906595107042
3290,3290,2020-06-14 17:00:00-04:00,366.548,4004,CT,CI,CT_CI,359.35,424.94872241559
3291,3291,2020-06-14 19:00:00-04:00,353.417,4004,CT,CI,CT_CI,358.13,413.869604227119
3292,3292,2020-06-14 14:00:00-04:00,341.252,4004,CT,CI,CT_CI,351.65,424.247035794408
3293,3293,2020-06-14 20:00:00-04:00,357.438,4004,CT,CI,CT_CI,353.09,409.67550076898
3294,3294,2020-06-14 21:00:00-04:00,340.966,4004,CT,CI,CT_CI,343.35,413.606685084874
3295,3295,2020-06-14 22:00:00-04:00,325.243,4004,CT,CI,CT_CI,322.78,405.312181310761
3296,3296,2020-06-14 23:00:00-04:00,316.831,4004,CT,CI,CT_CI,303.05,398.730359569805
3297,3297,2020-06-14 18:00:00-04:00,364.754,4004,CT,CI,CT_CI,363.16,420.840663003318
3298,3298,2020-06-14 13:00:00-04:00,334.633,4004,CT,CI,CT_CI,344.14,422.7840323867831
3299,3299,2020-06-14 10:00:00-04:00,311.884,4004,CT,CI,CT_CI,303.13,391.94329356177406
3300,3300,2020-06-14 11:00:00-04:00,319.745,4004,CT,CI,CT_CI,317.42,406.779407253198
3301,3301,2020-06-14 09:00:00-04:00,303.577,4004,CT,CI,CT_CI,298.99,376.351050902344
3302,3302,2020-06-14 08:00:00-04:00,305.819,4004,CT,CI,CT_CI,291.39,365.032642444108
3303,3303,2020-06-14 06:00:00-04:00,306.051,4004,CT,CI,CT_CI,302.23,355.091700745323
3304,3304,2020-06-14 05:00:00-04:00,307.004,4004,CT,CI,CT_CI,298.44,353.98113700569803
3305,3305,2020-06-14 04:00:00-04:00,306.081,4004,CT,CI,CT_CI,297.22,363.595168721232
3306,3306,2020-06-14 03:00:00-04:00,313.7,4004,CT,CI,CT_CI,292.11,366.537423192366
3307,3307,2020-06-14 02:00:00-04:00,314.897,4004,CT,CI,CT_CI,294.74,370.11907795868905
3308,3308,2020-06-14 01:00:00-04:00,314.793,4004,CT,CI,CT_CI,299.72,378.0621457492021
3309,3309,2020-06-14 00:00:00-04:00,316.571,4004,CT,CI,CT_CI,310.17,389.20976358740194
3310,3310,2020-06-14 12:00:00-04:00,332.217,4004,CT,CI,CT_CI,339.49,416.93167042187
3311,3311,2020-06-14 07:00:00-04:00,303.397,4004,CT,CI,CT_CI,302.22,360.072985840004
3312,3312,2020-06-15 21:00:00-04:00,420.006,4004,CT,CI,CT_CI,417.91,507.90445198161103
3313,3313,2020-06-15 07:00:00-04:00,432.077,4004,CT,CI,CT_CI,430.1,496.746092883261
3314,3314,2020-06-15 00:00:00-04:00,320.863,4004,CT,CI,CT_CI,321.34,408.45435475035697
3315,3315,2020-06-15 01:00:00-04:00,326.04,4004,CT,CI,CT_CI,319.5,395.108252512172
3316,3316,2020-06-15 02:00:00-04:00,324.494,4004,CT,CI,CT_CI,312.33,388.927178550306
3317,3317,2020-06-15 03:00:00-04:00,330.967,4004,CT,CI,CT_CI,321.17,388.34201764624896
3318,3318,2020-06-15 04:00:00-04:00,335.911,4004,CT,CI,CT_CI,332.16,396.834576407974
3319,3319,2020-06-15 05:00:00-04:00,361.791,4004,CT,CI,CT_CI,358.87,412.235418920007
3320,3320,2020-06-15 06:00:00-04:00,402.025,4004,CT,CI,CT_CI,399.06,448.95154973827294
3321,3321,2020-06-15 08:00:00-04:00,464.577,4004,CT,CI,CT_CI,463.19,545.457899717691
3322,3322,2020-06-15 09:00:00-04:00,488.353,4004,CT,CI,CT_CI,485.87,598.477345280222
3323,3323,2020-06-15 22:00:00-04:00,387.285,4004,CT,CI,CT_CI,382.32,480.622028452114
3324,3324,2020-06-15 11:00:00-04:00,520.675,4004,CT,CI,CT_CI,506.2,667.288308625575
3325,3325,2020-06-15 10:00:00-04:00,511.055,4004,CT,CI,CT_CI,502.39,641.896721318962
3326,3326,2020-06-15 13:00:00-04:00,546.559,4004,CT,CI,CT_CI,528.93,685.640628609949
3327,3327,2020-06-15 14:00:00-04:00,546.033,4004,CT,CI,CT_CI,538.15,679.345938944731
3328,3328,2020-06-15 20:00:00-04:00,450.023,4004,CT,CI,CT_CI,447.29,524.112246108581
3329,3329,2020-06-15 23:00:00-04:00,364.856,4004,CT,CI,CT_CI,353.5,453.412838436578
3330,3330,2020-06-15 15:00:00-04:00,533.021,4004,CT,CI,CT_CI,528.44,670.532803369736
3331,3331,2020-06-15 16:00:00-04:00,519.987,4004,CT,CI,CT_CI,522.14,650.340321601574
3332,3332,2020-06-15 17:00:00-04:00,507.87,4004,CT,CI,CT_CI,508.53,624.4402407195951
3333,3333,2020-06-15 18:00:00-04:00,481.883,4004,CT,CI,CT_CI,478.44,589.8849865722809
3334,3334,2020-06-15 19:00:00-04:00,453.388,4004,CT,CI,CT_CI,469.58,551.532681256857
3335,3335,2020-06-15 12:00:00-04:00,531.518,4004,CT,CI,CT_CI,502.25,678.739233304242
3336,3336,2020-06-16 08:00:00-04:00,478.655,4004,CT,CI,CT_CI,472.58,555.015864298783
3337,3337,2020-06-16 09:00:00-04:00,503.722,4004,CT,CI,CT_CI,502.54,609.242091216061
3338,3338,2020-06-16 07:00:00-04:00,445.691,4004,CT,CI,CT_CI,450.8,506.781914968933
3339,3339,2020-06-16 06:00:00-04:00,416.952,4004,CT,CI,CT_CI,413.85,458.927433812614
3340,3340,2020-06-16 10:00:00-04:00,522.906,4004,CT,CI,CT_CI,520.5,652.3002885902841
3341,3341,2020-06-16 04:00:00-04:00,355.808,4004,CT,CI,CT_CI,348.19,411.570709622193
3342,3342,2020-06-16 03:00:00-04:00,354.153,4004,CT,CI,CT_CI,341.88,406.054591555191
3343,3343,2020-06-16 02:00:00-04:00,351.146,4004,CT,CI,CT_CI,337.1,408.475160380107
3344,3344,2020-06-16 00:00:00-04:00,358.248,4004,CT,CI,CT_CI,344.9,435.115978566638
3345,3345,2020-06-16 05:00:00-04:00,377.361,4004,CT,CI,CT_CI,371.94,425.198913620608
3346,3346,2020-06-16 11:00:00-04:00,527.817,4004,CT,CI,CT_CI,517.88,678.339342698305
3347,3347,2020-06-16 01:00:00-04:00,358.146,4004,CT,CI,CT_CI,340.09,417.843447665292
3348,3348,2020-06-16 13:00:00-04:00,541.795,4004,CT,CI,CT_CI,530.75,696.2464343845421
3349,3349,2020-06-16 12:00:00-04:00,531.848,4004,CT,CI,CT_CI,526.54,688.8722959024859
3350,3350,2020-06-16 23:00:00-04:00,374.341,4004,CT,CI,CT_CI,359.6,460.012433294059
3351,3351,2020-06-16 22:00:00-04:00,401.768,4004,CT,CI,CT_CI,391.69,486.880133852844
3352,3352,2020-06-16 20:00:00-04:00,466.101,4004,CT,CI,CT_CI,450.06,533.304699461792
3353,3353,2020-06-16 19:00:00-04:00,474.461,4004,CT,CI,CT_CI,463.65,563.163114155878
3354,3354,2020-06-16 21:00:00-04:00,435.723,4004,CT,CI,CT_CI,430.89,516.233469567045
3355,3355,2020-06-16 17:00:00-04:00,534.629,4004,CT,CI,CT_CI,513.08,634.6233139610599
3356,3356,2020-06-16 14:00:00-04:00,548.408,4004,CT,CI,CT_CI,541.25,689.4156751062311
3357,3357,2020-06-16 16:00:00-04:00,541.44,4004,CT,CI,CT_CI,523.34,661.9562127454881
3358,3358,2020-06-16 15:00:00-04:00,542.58,4004,CT,CI,CT_CI,530.42,679.884384548722
3359,3359,2020-06-16 18:00:00-04:00,504.919,4004,CT,CI,CT_CI,473.88,602.124336615546
3360,3360,2020-06-17 03:00:00-04:00,361.969,4004,CT,CI,CT_CI,349.32,408.527058014783
3361,3361,2020-06-17 12:00:00-04:00,557.842,4004,CT,CI,CT_CI,546.42,694.7247132448811
3362,3362,2020-06-17 11:00:00-04:00,545.869,4004,CT,CI,CT_CI,543.52,684.581143262506
3363,3363,2020-06-17 10:00:00-04:00,536.949,4004,CT,CI,CT_CI,528.73,657.640055630877
3364,3364,2020-06-17 09:00:00-04:00,512.319,4004,CT,CI,CT_CI,512.69,613.392593359476
3365,3365,2020-06-17 07:00:00-04:00,452.556,4004,CT,CI,CT_CI,459.11,509.246012113185
3366,3366,2020-06-17 06:00:00-04:00,419.637,4004,CT,CI,CT_CI,421.59,461.549985172499
3367,3367,2020-06-17 13:00:00-04:00,570.792,4004,CT,CI,CT_CI,555.74,701.732810319485
3368,3368,2020-06-17 05:00:00-04:00,382.806,4004,CT,CI,CT_CI,381.45,427.467404764725
3369,3369,2020-06-17 04:00:00-04:00,361.551,4004,CT,CI,CT_CI,357.88,414.099929185411
3370,3370,2020-06-17 08:00:00-04:00,488.141,4004,CT,CI,CT_CI,495.5,558.214211253389
3371,3371,2020-06-17 14:00:00-04:00,582.249,4004,CT,CI,CT_CI,565.58,695.175341542404
3372,3372,2020-06-17 20:00:00-04:00,495.187,4004,CT,CI,CT_CI,481.97,538.583285335717
3373,3373,2020-06-17 16:00:00-04:00,582.775,4004,CT,CI,CT_CI,562.87,669.3260837006869
3374,3374,2020-06-17 17:00:00-04:00,574.912,4004,CT,CI,CT_CI,552.24,642.6545538663948
3375,3375,2020-06-17 18:00:00-04:00,539.339,4004,CT,CI,CT_CI,520.84,608.612607896482
3376,3376,2020-06-17 19:00:00-04:00,499.059,4004,CT,CI,CT_CI,482.52,569.226542957617
3377,3377,2020-06-17 21:00:00-04:00,460.886,4004,CT,CI,CT_CI,437.32,521.743278911718
3378,3378,2020-06-17 22:00:00-04:00,424.425,4004,CT,CI,CT_CI,402.11,491.594424707467
3379,3379,2020-06-17 00:00:00-04:00,366.049,4004,CT,CI,CT_CI,355.11,437.860560314974
3380,3380,2020-06-17 02:00:00-04:00,359.766,4004,CT,CI,CT_CI,349.87,410.95904276201503
3381,3381,2020-06-17 23:00:00-04:00,400.816,4004,CT,CI,CT_CI,375.92,465.380702356008
3382,3382,2020-06-17 15:00:00-04:00,579.724,4004,CT,CI,CT_CI,574.77,686.6756580457359
3383,3383,2020-06-17 01:00:00-04:00,363.543,4004,CT,CI,CT_CI,354.68,420.491635348761
3384,3384,2020-06-18 03:00:00-04:00,396.592,4004,CT,CI,CT_CI,362.41,415.68410361865097
3385,3385,2020-06-18 01:00:00-04:00,396.559,4004,CT,CI,CT_CI,362.5,427.587583031802
3386,3386,2020-06-18 00:00:00-04:00,394.387,4004,CT,CI,CT_CI,365.35,446.677672864629
3387,3387,2020-06-18 02:00:00-04:00,390.973,4004,CT,CI,CT_CI,362.2,418.2521066297149
3388,3388,2020-06-18 09:00:00-04:00,562.28,4004,CT,CI,CT_CI,524.46,624.677778027098
3389,3389,2020-06-18 04:00:00-04:00,397.447,4004,CT,CI,CT_CI,368.56,421.816680958124
3390,3390,2020-06-18 05:00:00-04:00,427.666,4004,CT,CI,CT_CI,390.58,435.615638527883
3391,3391,2020-06-18 06:00:00-04:00,467.264,4004,CT,CI,CT_CI,434.02,470.005867275445
3392,3392,2020-06-18 07:00:00-04:00,499.277,4004,CT,CI,CT_CI,483.62,517.576105635445
3393,3393,2020-06-18 08:00:00-04:00,533.205,4004,CT,CI,CT_CI,514.3,566.25315752524
3394,3394,2020-06-18 10:00:00-04:00,590.635,4004,CT,CI,CT_CI,563.85,670.583857948723
3395,3395,2020-06-18 11:00:00-04:00,608.038,4004,CT,CI,CT_CI,583.41,699.137544139338
3396,3396,2020-06-18 12:00:00-04:00,630.714,4004,CT,CI,CT_CI,594.44,710.949008516562
